Tous	HP:0000001#
Ongles piqués	HP:0001803#
Piqûres des ongles	HP:0001803#
Fosses d'ongles	HP:0001803#
Ongle hypoplasique	HP:0001804#
Petit ongle	HP:0001804#
Ongle sous-développé	HP:0001804#
Ongle épais	HP:0001805#
Onychogrypose	HP:0001805#
Ongles épaissis dystrophiques	HP:0001805#
Ongles épaissis	HP:0001805#
Onycholyse	HP:0001806#
Oncholyse	HP:0001806#
Détachement de l'ongle	HP:0001806#
Ongle strié	HP:0001807#
Crête longitudinale	HP:0001807#
Ongles striés	HP:0001807#
Ongles fragiles	HP:0001808#
Ongles cassants	HP:0001808#
Ongle fendu	HP:0001809#
Fente longitudinale de l'ongle	HP:0001809#
Ongle de pied dystrophique	HP:0001810#
Ongles de pied dystrophiques	HP:0001810#
Mauvaise formation de l'ongle du pied	HP:0001810#
Modifications de l'ongle du pied dystrophique	HP:0001810#
Ongles hyperconvexes	HP:0001812#
Ongles tubulaires	HP:0001812#
Ongles enfoncés	HP:0001814#
Ongles profonds	HP:0001814#
Ongles fins	HP:0001816#
Ongle fin	HP:0001816#
Ongle absent	HP:0001817#
Anonychie des ongles	HP:0001817#
Aplasie de l'ongle	HP:0001817#
Paronychie	HP:0001818#
Leuconychie	HP:0001820#
Décoloration blanche des ongles	HP:0001820#
Ongle large	HP:0001821#
Ongles larges	HP:0001821#
Hallux valgus	HP:0001822#
Déviation latérale du gros orteil	HP:0001822#
Oignon	HP:0001822#
Déviation latérale des hallux	HP:0001822#
Perte de poids	HP:0001824#
Atrésie de l'appareil génital	HP:0001827#
Polydactylie du pied	HP:0001829#
Polydactylie des pieds	HP:0001829#
Duplication des os des orteils	HP:0001829#
Polydactylie postaxiale du pied	HP:0001830#
Polydactylie affectant le 5ème orteil	HP:0001830#
Polydactylie postaxiale des pieds	HP:0001830#
Polydactylie postérieure du pied	HP:0001830#
Polydactylie fibulaire	HP:0001830#
Orteil court	HP:0001831#
Orteils hypoplasiques	HP:0001831#
Hypoplasie de l'orteil	HP:0001831#
Brachydactylie du pied	HP:0001831#
Orteils trapus	HP:0001831#
Phalanges du pied courtes	HP:0001831#
Orteils courts	HP:0001831#
Anomalie des os métatarsiens	HP:0001832#
Anomalie de l'os long du pied	HP:0001832#
Pied long	HP:0001833#
Pieds disproportionnés	HP:0001833#
longs pieds	HP:0001833#
grands pieds	HP:0001833#
Camptodactylie de l'orteil	HP:0001836#
Camptodactylie des pieds	HP:0001836#
Orteil large	HP:0001837#
Pied à bascule	HP:0001838#
Pieds à bascule	HP:0001838#
Talus vertical congénital	HP:0001838#
Pied fendu	HP:0001839#
Ectrodactylie du pied	HP:0001839#
Déformation du pied en pince de homard	HP:0001839#
Métatarsus adductus	HP:0001840#
Métatarsus adductovarsus	HP:0001840#
Varus de l'avant-pied	HP:0001840#
Métatarsus varus	HP:0001840#
Intoe	HP:0001840#
Polydactylie préaxiale du pied	HP:0001841#
Duplication partielle/complète des phalanges du gros orteil	HP:0001841#
Polydactylie préaxiale des pieds	HP:0001841#
Polydactylie affectant l'hallux	HP:0001841#
Polydactylie préaxiale de l'hallux	HP:0001841#
Acroostéolyse des pieds	HP:0001842#
Anomalie de l'hallux	HP:0001844#
Anomalies de l'hallux	HP:0001844#
Anomalie du gros orteil	HP:0001844#
Chevauchement des orteils	HP:0001845#
Orteil croisé	HP:0001845#
Orteil chevauchant	HP:0001845#
Orteils superposés	HP:0001845#
Long hallux	HP:0001847#
Augmentation de la longueur de l'hallux	HP:0001847#
Gros hallux	HP:0001847#
Gros orteil long	HP:0001847#
Longs hallux	HP:0001847#
Déformation du calcanéovirus	HP:0001848#
Pied Calcaneovalgus	HP:0001848#
Calcaneovalgus	HP:0001848#
Position en valgus du calcanéum	HP:0001848#
Oligodactylie du pied	HP:0001849#
Oligodactylie des pieds	HP:0001849#
Orteils manquants	HP:0001849#
Anomalie des os du tarse	HP:0001850#
Anomalie des os de la cheville	HP:0001850#
Anomalie des tarses	HP:0001850#
Espace entre les sandales	HP:0001852#
Espace entre le gros orteil et le deuxième orteil	HP:0001852#
Espace élargi entre le 1er et le 2ème orteil	HP:0001852#
Espace élargi entre le premier et le deuxième orteil	HP:0001852#
Espace entre le 1er et le 2ème orteil	HP:0001852#
Espace large entre le premier et le deuxième orteil	HP:0001852#
Premier et deuxième orteils très espacés	HP:0001852#
Espace accru entre le premier et le deuxième orteil	HP:0001852#
1er et 2ème orteils très espacés	HP:0001852#
Espace entre le premier et le deuxième orteil	HP:0001852#
Phalange distale bifide de l'orteil	HP:0001853#
Os externes des orteils dentelés	HP:0001853#
Phalange terminale bifide de l'orteil	HP:0001853#
Phalanges distales bifides des orteils	HP:0001853#
Podagre	HP:0001854#
Goutte du gros orteil	HP:0001854#
Phalange distale courte de l'orteil	HP:0001857#
Phalanges distales hypoplasiques des pieds	HP:0001857#
Os distal court de l'orteil	HP:0001857#
Symphalangisme distal du pied	HP:0001859#
Ulcération acrale et ostéomyélite conduisant à l'auto-amputation des doigts (pieds)	HP:0001862#
Clinodactylie des orteils	HP:0001863#
Clinodactylie des pieds	HP:0001863#
Courbure des orteils	HP:0001863#
Clinodactylie du 5ème orteil	HP:0001864#
Courbure du petit orteil	HP:0001864#
Autoamputation du pied	HP:0001868#
Plis plantaires profonds	HP:0001869#
Acroostéolyse des phalanges distales (pieds)	HP:0001870#
Acro-ostéolyse des phalanges distales des pieds	HP:0001870#
Anomalie du sang et des tissus hématopoïétiques	HP:0001871#
Anomalie du système hématopoïétique	HP:0001871#
Anomalie hématologique	HP:0001871#
Maladie hématologique	HP:0001871#
Morphologie anormale des thrombocytes	HP:0001872#
Maladie des plaquettes sanguines	HP:0001872#
Thrombasthénie	HP:0001872#
Anomalies des plaquettes	HP:0001872#
Thrombocytopénie	HP:0001873#
Faible nombre de plaquettes	HP:0001873#
Anomalie des neutrophiles	HP:0001874#
Anomalie des neutrophiles polymorphonucléaires	HP:0001874#
Neutropénie	HP:0001875#
Neutropénie périphérique	HP:0001875#
Faible taux de neutrophiles dans le sang	HP:0001875#
Faible nombre de neutrophiles	HP:0001875#
Pancytopénie	HP:0001876#
Faible nombre de cellules sanguines	HP:0001876#
Anomalie de la morphologie des érythrocytes	HP:0001877#
Anomalie des érythrocytes	HP:0001877#
Anomalie des globules rouges	HP:0001877#
Anomalie des cellules de la lignée érythroïde	HP:0001877#
Anémie hémolytique	HP:0001878#
Augmentation de l'hémolyse	HP:0001878#
Anomalie des éosinophiles	HP:0001879#
Eosinophilie	HP:0001880#
Taux élevé d'éosinophiles dans le sang	HP:0001880#
Morphologie leucocytaire anormale	HP:0001881#
Fonction leucocytaire anormale	HP:0001881#
Anomalie des leucocytes	HP:0001881#
Leucopénie	HP:0001882#
Diminution du nombre de leucocytes dans le sang	HP:0001882#
Diminution du nombre de globules blancs	HP:0001882#
Talipes	HP:0001883#
Déformations du pied de Talipes	HP:0001883#
Talipes calcaneovalgus	HP:0001884#
Pes calcaneovarus	HP:0001884#
Deuxième orteil court	HP:0001885#
Ostéomyélite du pied	HP:0001886#
Infection de l'os du pied	HP:0001886#
Lymphopénie	HP:0001888#
Faible nombre de lymphocytes	HP:0001888#
Diminution du nombre de lymphocytes sanguins	HP:0001888#
Lymphocytopénie	HP:0001888#
Anémie mégaloblastique	HP:0001889#
Anémie hémolytique auto-immune	HP:0001890#
Anémie ferriprive	HP:0001891#
Ferropénique	HP:0001891#
Saignement anormal	HP:0001892#
Diathèse hémorragique	HP:0001892#
Tendance aux saignements	HP:0001892#
Thrombocytose	HP:0001894#
Thrombocytémie	HP:0001894#
Augmentation du nombre de plaquettes	HP:0001894#
Thrombocythémie	HP:0001894#
Anémie normochrome	HP:0001895#
Réticulocytopénie	HP:0001896#
Anémie normocytaire	HP:0001897#
Augmentation de la masse des globules rouges	HP:0001898#
Augmentation de l'hématocrite	HP:0001899#
Augmentation de l'hémoglobine	HP:0001900#
Polycythémie	HP:0001901#
Polyglobulie	HP:0001901#
Érythrocytose	HP:0001901#
Érythrocytes de forme anormale	HP:0001901#
Plaquettes géantes	HP:0001902#
Anémie	HP:0001903#
Diminution de l'hémoglobine	HP:0001903#
Neutropénie auto-immune	HP:0001904#
Thrombocytopénie congénitale	HP:0001905#
thrombocytopénie congénitale	HP:0001905#
Thromboembolie	HP:0001907#
Événements thromboemboliques	HP:0001907#
Maladie thromboembolique	HP:0001907#
Embolie et thrombose	HP:0001907#
Anémie hypoplasique	HP:0001908#
Leucémie	HP:0001909#
Cancer du sang	HP:0001909#
Anomalie des granulocytes	HP:0001911#
Anomalie des neutrophiles	HP:0001911#
Anomalie des basophiles	HP:0001912#
Granulocytopénie	HP:0001913#
Anémie aplastique	HP:0001915#
Amyloïdose rénale	HP:0001917#
Lésion rénale aiguë	HP:0001919#
Insuffisance rénale aiguë	HP:0001919#
Sténose de l'artère rénale	HP:0001920#
Rétrécissement de l'artère rénale	HP:0001920#
Lymphocytes vacuolés	HP:0001922#
Lymphocytes sanguins vacuolés	HP:0001922#
Vacuoles lysosomales agrandies dans les lymphocytes	HP:0001922#
Réticulocytose	HP:0001923#
Augmentation des réticulocytes	HP:0001923#
Augmentation du nombre de réticulocytes	HP:0001923#
Anémie sidéroblastique	HP:0001924#
Anémie hypersidérémique	HP:0001924#
Acanthocytose	HP:0001927#
Acanthocytose des globules rouges	HP:0001927#
Acanthocytes	HP:0001927#
Anomalie de la coagulation	HP:0001928#
Anomalies de la coagulation	HP:0001928#
Troubles hémorragiques	HP:0001928#
Trouble de la coagulation sanguine	HP:0001928#
Anomalies dans les études de la coagulation sanguine	HP:0001928#
Coagulation anormale du sang	HP:0001928#
Activité réduite du facteur XI	HP:0001929#
Déficit en facteur XI	HP:0001929#
Faible activité du facteur XI	HP:0001929#
Anémie hémolytique non sphérocytaire	HP:0001930#
Anémie hypochrome	HP:0001931#
Hémorragie sous-cutanée	HP:0001933#
Saignement sous la peau	HP:0001933#
Saignement persistant après un traumatisme	HP:0001934#
Saignement prolongé après un traumatisme mineur	HP:0001934#
Saignement excessif après un traumatisme mineur	HP:0001934#
Saignements fréquents après un traumatisme	HP:0001934#
Anémie microcytaire	HP:0001935#
Anémie hémolytique microangiopathique	HP:0001937#
Anomalie du métabolisme/homéostasie	HP:0001939#
Anomalie du métabolisme	HP:0001939#
Anomalie de laboratoire	HP:0001939#
Acidose	HP:0001941#
acidémie	HP:0001941#
Acidose métabolique	HP:0001942#
Hypoglycémie	HP:0001943#
Glycémie basse	HP:0001943#
Déshydratation	HP:0001944#
Fièvre	HP:0001945#
Pyrexie	HP:0001945#
Hyperthermie	HP:0001945#
Cétose	HP:0001946#
Taux élevé de corps cétoniques	HP:0001946#
Cétonémie	HP:0001946#
Acidose tubulaire rénale	HP:0001947#
Alcalose	HP:0001948#
Alcalose hypokaliémique	HP:0001949#
Alcalose respiratoire	HP:0001950#
Intoxication épisodique à l'ammoniac	HP:0001951#
Tolérance anormale au glucose	HP:0001952#
Acidocétose diabétique	HP:0001953#
Cétose diabétique	HP:0001953#
Fièvre épisodique	HP:0001954#
Hyperthermie, épisodique	HP:0001954#
Fièvre intermittente	HP:0001954#
Augmentation de la température corporelle, épisodique	HP:0001954#
Fièvres inexpliquées	HP:0001955#
Obésité tronculaire	HP:0001956#
Obésité centripète	HP:0001956#
Hypoglycémie non cétosique	HP:0001958#
Polydipsie	HP:0001959#
Alcalose métabolique hypokaliémique	HP:0001960#
Cœur hypoplasique	HP:0001961#
Petit cœur	HP:0001961#
Coeur sous-développé	HP:0001961#
Palpitations	HP:0001962#
Palpitations cardiaques	HP:0001962#
Battement de cœur sauté	HP:0001962#
Battement de cœur manqué	HP:0001962#
Discrimination vocale anormale	HP:0001963#
Mauvaise discrimination de la parole	HP:0001963#
Aplasie/Hypoplasie des os métatarsiens	HP:0001964#
Absence ou sous-développement de l'os long du pied	HP:0001964#
Métatarses aplasiques/hypoplastiques	HP:0001964#
Métacarpiens absents/hypoplastiques	HP:0001964#
Métatarsiens absents ou hypoplasiques	HP:0001964#
Métatarses absents/hypoplastiques	HP:0001964#
Absent/petit os long du pied	HP:0001964#
Anomalie du cuir chevelu	HP:0001965#
Anomalie mésangiale	HP:0001966#
Sclérose mésangiale diffuse	HP:0001967#
Glomérulopathie de sclérose mésangiale diffuse	HP:0001967#
Sclérose mésangiale	HP:0001967#
Anomalie tubulo-interstitielle	HP:0001969#
Néphropathie tubulo-interstitielle	HP:0001969#
Néphrite tubulo-interstitielle	HP:0001970#
Néphrite interstitielle	HP:0001970#
Hypersplénisme	HP:0001971#
Anémie macrocytaire	HP:0001972#
Thrombocytopénie auto-immune	HP:0001973#
Thrombocytopénie idiopathique	HP:0001973#
Purpura thrombocytopénique idiopathique	HP:0001973#
Thrombocytopénie immunitaire	HP:0001973#
Leucocytose	HP:0001974#
Augmentation du nombre de leucocytes dans le sang	HP:0001974#
Globules blancs élevés	HP:0001974#
Diminution de la glycoprotéine IIb-IIIa plaquettaire	HP:0001975#
Thrombasthénie de Glanzmann	HP:0001975#
Diminution du niveau du complexe de glycoprotéine IIb/IIIa plaquettaire	HP:0001975#
Réduction de l'activité de l'antithrombine III	HP:0001976#
Diminution de l'antithrombine III	HP:0001976#
Déficit en antithrombine III	HP:0001976#
Thrombose anormale	HP:0001977#
Caillot sanguin anormal	HP:0001977#
Hématopoïèse extramédullaire	HP:0001978#
Érythropoïèse extramédullaire	HP:0001978#
Moelle osseuse mégaloblastique	HP:0001980#
Schistocytose	HP:0001981#
Schistocytes	HP:0001981#
Histiocytose bleu marine	HP:0001982#
Histiocyte bleu de mer	HP:0001982#
Histiocytes "bleu de mer"	HP:0001982#
Expression réduite du CD43 à la surface des lymphocytes	HP:0001983#
Cd43 exprimé de manière défectueuse à la surface des cellules sanguines	HP:0001983#
Réduction de l'expression de la sialophorine à la surface des lymphocytes	HP:0001983#
Intolérance aux protéines	HP:0001984#
Hypoglycémie hypocétosique	HP:0001985#
Déshydratation hypertonique	HP:0001986#
Déshydratation hyperosmolaire	HP:0001986#
Hyperammonémie	HP:0001987#
Taux élevé d'ammoniac dans le sang	HP:0001987#
Hypoglycémie récurrente	HP:0001988#
Épisodes hypoglycémiques récurrents	HP:0001988#
hypoglycémie, récurrente	HP:0001988#
Épisodes d'hypoglycémie	HP:0001988#
Séquence d'akinésie fœtale	HP:0001989#
Akinésie fœtale	HP:0001989#
Séquence d'akinésie fœtale sévère précoce	HP:0001989#
Aplasie/Hypoplasie des orteils	HP:0001991#
Orteils absents/hypoplastiques	HP:0001991#
Orteil absent/sous-développé	HP:0001991#
Phalanges d'orteil aplasiques/hypoplastiques	HP:0001991#
Orteil absent/petit	HP:0001991#
Acidurie organique	HP:0001992#
Acidocétose	HP:0001993#
Syndrome de Fanconi rénal	HP:0001994#
Syndrome "de toni-fanconi-debre"	HP:0001994#
Syndrome de Fanconi tubulaire rénal	HP:0001994#
Acidose hyperchlorémique	HP:0001995#
Acidose métabolique chronique	HP:0001996#
Goutte	HP:0001997#
Arthrite goutteuse	HP:0001997#
Hypoglycémie néonatale	HP:0001998#
Hypoglycémie du nouveau-né	HP:0001998#
Forme anormale du visage	HP:0001999#
Visage distinctif	HP:0001999#
Dysmorphie du visage	HP:0001999#
Déformation du visage	HP:0001999#
Faces dysmorphiques	HP:0001999#
Morphologie anormale du visage	HP:0001999#
Distorsion du visage	HP:0001999#
Dysmorphisme facial	HP:0001999#
Visage à l'aspect bizarre	HP:0001999#
Visage inhabituel	HP:0001999#
Aspect inhabituel du visage	HP:0001999#
Malformation du visage	HP:0001999#
Columelle courte	HP:0002000#
Hypoplasie de la columelle	HP:0002000#
Diminution de la longueur de la columelle	HP:0002000#
Philtrum profond	HP:0002002#
Philtrum prononcé	HP:0002002#
Philtrum proéminent	HP:0002002#
Augmentation de la profondeur du philtrum	HP:0002002#
Philtrum, profond	HP:0002002#
Philtrum déprimé	HP:0002002#
Grand front	HP:0002003#
Hypertrophie du front	HP:0002003#
Augmentation de la taille du front	HP:0002003#
Hyperplasie du front	HP:0002003#
Augmentation de la taille de la région frontale du visage	HP:0002003#
Fente faciale	HP:0002006#
Fente du visage	HP:0002006#
Fente faciale de Tessier	HP:0002006#
Protubérance frontale	HP:0002007#
Protrubérance frontale	HP:0002007#
Bossage du crâne	HP:0002007#
Faciès de Potter	HP:0002009#
Maxillaire étroit	HP:0002010#
Déficit maxillaire transversal	HP:0002010#
Diminution de la largeur des os de la mâchoire supérieure	HP:0002010#
Étroitesse des os de la mâchoire supérieure	HP:0002010#
Hypoplasie transversale du maxillaire	HP:0002010#
Diminution de la dimension transversale du maxillaire	HP:0002010#
Diminution de la largeur du maxillaire	HP:0002010#
Insuffisance transversale du maxillaire	HP:0002010#
Anomalie morphologique du système nerveux central	HP:0002011#
Anomalie du système nerveux central	HP:0002011#
Maladie du système nerveux central	HP:0002011#
Anomalie des organes abdominaux	HP:0002012#
Anomalies du tractus gastro-intestinal	HP:0002012#
Vomissements	HP:0002013#
Émèse	HP:0002013#
Diarrhée	HP:0002014#
Selles aqueuses	HP:0002014#
Dysphagie	HP:0002015#
Faible déglutition	HP:0002015#
Difficulté à avaler	HP:0002015#
Trouble de la déglutition	HP:0002015#
Difficultés de déglutition	HP:0002015#
Nausées et vomissements	HP:0002017#
Nausées	HP:0002018#
Constipation	HP:0002019#
Dyschésie	HP:0002019#
Reflux gastro-œsophagien	HP:0002020#
Reflux acide	HP:0002020#
GERD	HP:0002020#
Brûlures d'estomac	HP:0002020#
Sténose du pylore	HP:0002021#
Atrésie anale	HP:0002023#
Anus imperforé	HP:0002023#
Malabsorption	HP:0002024#
Malabsorption intestinale	HP:0002024#
Sténose anale	HP:0002025#
Rétrécissement de l'ouverture anale	HP:0002025#
Douleurs abdominales	HP:0002027#
Douleurs d'estomac	HP:0002027#
Douleurs gastriques	HP:0002027#
Douleur abdominale	HP:0002027#
Douleur à l'estomac	HP:0002027#
Malaise abdominal	HP:0002027#
Douleur gastro-intestinale	HP:0002027#
Diarrhée chronique	HP:0002028#
Diarrhée récurrente	HP:0002028#
Anomalie de la morphologie de l'œsophage	HP:0002031#
Anomalie de l'œsophage	HP:0002031#
Atrésie de l'œsophage	HP:0002032#
Mauvaise succion	HP:0002033#
Anomalie du rectum	HP:0002034#
Prolapsus rectal	HP:0002035#
Prolapsus du rectum	HP:0002035#
Hernie hiatale	HP:0002036#
